id,candidate_id,node_sequence,edge_sequence,evidence_grades,edge_provenance,evidence_snippets,review_priority_score,triage_threshold,score_threshold_crossed,eligible_for_high_priority,eligibility_rule_version,ineligible_reason,high_priority_review,flagged,ground_truth_label,is_weak_chain,touches_embedded_control,classification,explanation,recommended_action
GT_PATH_020,CAND_0089,Funder_020 -> Intermediary_020 -> Proxy_020 -> Campaign_020,funds -> partners_with -> hosts,4 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_020 is listed as providing funding to Intermediary_020 during Phase_01. || Synthetic record: Intermediary_020 is described as a partner of Proxy_020 during Phase_01. || Synthetic record: Proxy_020 is listed as a host of Campaign_020 during Phase_02.,67.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 67.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.33; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_024,CAND_0093,Funder_024 -> Intermediary_024 -> Proxy_024 -> Campaign_024,funds -> partners_with -> hosts,4 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_024 is listed as providing funding to Intermediary_024 during Phase_01. || Synthetic record: Intermediary_024 is described as a partner of Proxy_024 during Phase_01. || Synthetic record: Proxy_024 is listed as a host of Campaign_024 during Phase_02.,67.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 67.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.33; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_023,CAND_0092,Funder_023 -> Intermediary_023 -> Event_023 -> Report_023,funds -> hosts -> publishes,4 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_023 is listed as providing funding to Intermediary_023 during Phase_01. || Synthetic record: Intermediary_023 is listed as a host of Event_023 during Phase_01. || Synthetic record: Event_023 is listed as the publisher of Report_023 during Phase_02.,67.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 67.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.33; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_001,CAND_0016,Funder_001 -> Intermediary_001 -> Event_001 -> Proxy_001 -> Report_001,funds -> hosts -> speaks_at -> publishes,4 -> 3 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 is listed as a host of Event_001 during Phase_01. || Synthetic record: a representative of Event_001 is listed as speaking at Proxy_001 during Phase_02. || Synthetic record: Proxy_001 is listed as the publisher of Report_001 during Phase_02.,65.78,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 65.78 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.25; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_013,CAND_0082,Funder_013 -> Intermediary_013 -> Event_013 -> Proxy_013 -> Report_013,funds -> hosts -> speaks_at -> publishes,4 -> 3 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_013 is listed as providing funding to Intermediary_013 during Phase_01. || Synthetic record: Intermediary_013 is listed as a host of Event_013 during Phase_01. || Synthetic record: a representative of Event_013 is listed as speaking at Proxy_013 during Phase_02. || Synthetic record: Proxy_013 is listed as the publisher of Report_013 during Phase_02.,65.78,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 65.78 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.25; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_017,CAND_0086,Funder_017 -> Intermediary_017 -> Event_017 -> Proxy_017 -> Report_017,funds -> hosts -> speaks_at -> publishes,4 -> 3 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_017 is listed as providing funding to Intermediary_017 during Phase_01. || Synthetic record: Intermediary_017 is listed as a host of Event_017 during Phase_01. || Synthetic record: a representative of Event_017 is listed as speaking at Proxy_017 during Phase_02. || Synthetic record: Proxy_017 is listed as the publisher of Report_017 during Phase_02.,65.78,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 65.78 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.25; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_009,CAND_0071,Funder_009 -> Intermediary_009 -> Event_009 -> Proxy_009 -> Report_009,funds -> hosts -> speaks_at -> publishes,4 -> 3 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_009 is listed as providing funding to Intermediary_009 during Phase_01. || Synthetic record: Intermediary_009 is listed as a host of Event_009 during Phase_01. || Synthetic record: a representative of Event_009 is listed as speaking at Proxy_009 during Phase_02. || Synthetic record: Proxy_009 is listed as the publisher of Report_009 during Phase_02.,65.78,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 65.78 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.25; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_005,CAND_0047,Funder_005 -> Intermediary_005 -> Event_005 -> Proxy_005 -> Report_005,funds -> hosts -> speaks_at -> publishes,4 -> 3 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_005 is listed as providing funding to Intermediary_005 during Phase_01. || Synthetic record: Intermediary_005 is listed as a host of Event_005 during Phase_01. || Synthetic record: a representative of Event_005 is listed as speaking at Proxy_005 during Phase_02. || Synthetic record: Proxy_005 is listed as the publisher of Report_005 during Phase_02.,65.78,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 65.78 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.25; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_025,CAND_0094,Funder_025 -> Intermediary_025 -> Event_025 -> Proxy_025 -> Report_025,funds -> hosts -> speaks_at -> publishes,4 -> 3 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_025 is listed as providing funding to Intermediary_025 during Phase_01. || Synthetic record: Intermediary_025 is listed as a host of Event_025 during Phase_01. || Synthetic record: a representative of Event_025 is listed as speaking at Proxy_025 during Phase_02. || Synthetic record: Proxy_025 is listed as the publisher of Report_025 during Phase_02.,65.78,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 65.78 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.25; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_021,CAND_0090,Funder_021 -> Intermediary_021 -> Event_021 -> Proxy_021 -> Report_021,funds -> hosts -> speaks_at -> publishes,4 -> 3 -> 3 -> 3,ground-truth -> ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_021 is listed as providing funding to Intermediary_021 during Phase_01. || Synthetic record: Intermediary_021 is listed as a host of Event_021 during Phase_01. || Synthetic record: a representative of Event_021 is listed as speaking at Proxy_021 during Phase_02. || Synthetic record: Proxy_021 is listed as the publisher of Report_021 during Phase_02.,65.78,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 65.78 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.25; documentary continuity maintained across all hops.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_018,CAND_0087,Funder_018 -> Intermediary_018 -> Proxy_018 -> Campaign_018,funds -> partners_with -> amplifies,4 -> 3 -> 2,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_018 is listed as providing funding to Intermediary_018 during Phase_01. || Synthetic record: Intermediary_018 is described as a partner of Proxy_018 during Phase_01. || Synthetic record: Proxy_018 repeatedly amplified output attributed to Campaign_018 during Phase_02.,63.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 63.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_022,CAND_0091,Funder_022 -> Intermediary_022 -> Proxy_022 -> Campaign_022,funds -> partners_with -> amplifies,4 -> 3 -> 2,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_022 is listed as providing funding to Intermediary_022 during Phase_01. || Synthetic record: Intermediary_022 is described as a partner of Proxy_022 during Phase_01. || Synthetic record: Proxy_022 repeatedly amplified output attributed to Campaign_022 during Phase_02.,63.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 63.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_014,CAND_0083,Funder_014 -> Intermediary_014 -> Proxy_014 -> Campaign_014,funds -> partners_with -> amplifies,4 -> 3 -> 2,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_014 is listed as providing funding to Intermediary_014 during Phase_01. || Synthetic record: Intermediary_014 is described as a partner of Proxy_014 during Phase_01. || Synthetic record: Proxy_014 repeatedly amplified output attributed to Campaign_014 during Phase_02.,63.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 63.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_010,CAND_0077,Funder_010 -> Intermediary_010 -> Proxy_010 -> Campaign_010,funds -> partners_with -> amplifies,4 -> 3 -> 2,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_010 is listed as providing funding to Intermediary_010 during Phase_01. || Synthetic record: Intermediary_010 is described as a partner of Proxy_010 during Phase_01. || Synthetic record: Proxy_010 repeatedly amplified output attributed to Campaign_010 during Phase_02.,63.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 63.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_002,CAND_0024,Funder_002 -> Intermediary_002 -> Proxy_002 -> Campaign_002,funds -> partners_with -> amplifies,4 -> 3 -> 2,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 is described as a partner of Proxy_002 during Phase_01. || Synthetic record: Proxy_002 repeatedly amplified output attributed to Campaign_002 during Phase_02.,63.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 63.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
GT_PATH_006,CAND_0056,Funder_006 -> Intermediary_006 -> Proxy_006 -> Campaign_006,funds -> partners_with -> amplifies,4 -> 3 -> 2,ground-truth -> ground-truth -> ground-truth,Synthetic record: Funder_006 is listed as providing funding to Intermediary_006 during Phase_01. || Synthetic record: Intermediary_006 is described as a partner of Proxy_006 during Phase_01. || Synthetic record: Proxy_006 repeatedly amplified output attributed to Campaign_006 during Phase_02.,63.8,60.0,1,1,funding_and_min_grade_2_v1,,1,1,1,0,0,true_positive,"HIGH-PRIORITY REVIEW (raw score 63.80 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",Prioritise for expert review: inspect the underlying synthetic records and confirm each link independently before drawing any inference.
CAND_0010,CAND_0010,Funder_001 -> Intermediary_001 -> Campaign_024,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 is described as a partner of Campaign_024 during Phase_01.,69.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 69.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0048,CAND_0048,Funder_005 -> Intermediary_005 -> Campaign_EC08,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_005 is listed as providing funding to Intermediary_005 during Phase_01. || Synthetic record: Intermediary_005 is described as a partner of Campaign_EC08 during Phase_01.,69.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 69.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0076,CAND_0076,Funder_009 -> Intermediary_009 -> Campaign_L003,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_009 is listed as providing funding to Intermediary_009 during Phase_01. || Synthetic record: Intermediary_009 is described as a partner of Campaign_L003 during Phase_01.,69.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 69.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0029,CAND_0029,Funder_003 -> Intermediary_003 -> Campaign_EC04,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 is described as a partner of Campaign_EC04 during Phase_03.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0055,CAND_0055,Funder_006 -> Intermediary_006 -> Campaign_EC10,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_006 is listed as providing funding to Intermediary_006 during Phase_01. || Synthetic record: Intermediary_006 is described as a partner of Campaign_EC10 during Phase_02.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0023,CAND_0023,Funder_002 -> Intermediary_002 -> Campaign_EC02,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 is described as a partner of Campaign_EC02 during Phase_02.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0059,CAND_0059,Funder_007 -> Intermediary_007 -> Campaign_EC12,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_007 is listed as providing funding to Intermediary_007 during Phase_01. || Synthetic record: Intermediary_007 is described as a partner of Campaign_EC12 during Phase_03.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0070,CAND_0070,Funder_008 -> Intermediary_008 -> Campaign_L001,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_008 is listed as providing funding to Intermediary_008 during Phase_01. || Synthetic record: Intermediary_008 is described as a partner of Campaign_L001 during Phase_04.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0033,CAND_0033,Funder_004 -> Intermediary_004 -> Campaign_EC06,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_004 is listed as providing funding to Intermediary_004 during Phase_01. || Synthetic record: Intermediary_004 is described as a partner of Campaign_EC06 during Phase_04.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
