candidate_id,node_sequence,has_funding_edge,mean_grade,min_grade,n_evidence_types,temporal_clustering,semantic_similarity,amplification,cooccurrence,support_factor,term_funding,term_mean_grade,term_min_grade,term_evidence_types,term_temporal,term_supporting,penalty_length,raw_score,final_score,score_ungated_ablation,gate_contribution,triage_threshold,score_threshold_crossed,eligible_for_high_priority,eligibility_rule_version,ineligible_reason,high_priority_review,flagged
CAND_0092,Funder_023 -> Intermediary_023 -> Event_023 -> Report_023,1,3.333,3,3,0.667,0,0,0,0.75,22.0,24.998,12.0,4.8,4.002,0.0,-0.0,67.799,67.8,67.8,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0029,Funder_003 -> Intermediary_003 -> Campaign_EC04,1,3.5,3,2,0.5,0,0,0,0.75,22.0,26.25,12.0,3.2,3.0,0.0,-0.0,66.45,66.45,66.45,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0055,Funder_006 -> Intermediary_006 -> Campaign_EC10,1,3.5,3,2,0.5,0,0,0,0.75,22.0,26.25,12.0,3.2,3.0,0.0,-0.0,66.45,66.45,66.45,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0023,Funder_002 -> Intermediary_002 -> Campaign_EC02,1,3.5,3,2,0.5,0,0,0,0.75,22.0,26.25,12.0,3.2,3.0,0.0,-0.0,66.45,66.45,66.45,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0059,Funder_007 -> Intermediary_007 -> Campaign_EC12,1,3.5,3,2,0.5,0,0,0,0.75,22.0,26.25,12.0,3.2,3.0,0.0,-0.0,66.45,66.45,66.45,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0070,Funder_008 -> Intermediary_008 -> Campaign_L001,1,3.5,3,2,0.5,0,0,0,0.75,22.0,26.25,12.0,3.2,3.0,0.0,-0.0,66.45,66.45,66.45,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0033,Funder_004 -> Intermediary_004 -> Campaign_EC06,1,3.5,3,2,0.5,0,0,0,0.75,22.0,26.25,12.0,3.2,3.0,0.0,-0.0,66.45,66.45,66.45,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0002,Funder_000 -> Intermediary_000 -> Campaign_022,1,3.5,3,2,0.5,0,0,0,0.75,22.0,26.25,12.0,3.2,3.0,0.0,-0.0,66.45,66.45,66.45,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0016,Funder_001 -> Intermediary_001 -> Event_001 -> Proxy_001 -> Report_001,1,3.25,3,4,0.5,0,0,0,0.75,22.0,24.375,12.0,6.4,3.0,0.0,-2.0,65.775,65.78,65.78,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0082,Funder_013 -> Intermediary_013 -> Event_013 -> Proxy_013 -> Report_013,1,3.25,3,4,0.5,0,0,0,0.75,22.0,24.375,12.0,6.4,3.0,0.0,-2.0,65.775,65.78,65.78,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0086,Funder_017 -> Intermediary_017 -> Event_017 -> Proxy_017 -> Report_017,1,3.25,3,4,0.5,0,0,0,0.75,22.0,24.375,12.0,6.4,3.0,0.0,-2.0,65.775,65.78,65.78,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0071,Funder_009 -> Intermediary_009 -> Event_009 -> Proxy_009 -> Report_009,1,3.25,3,4,0.5,0,0,0,0.75,22.0,24.375,12.0,6.4,3.0,0.0,-2.0,65.775,65.78,65.78,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0047,Funder_005 -> Intermediary_005 -> Event_005 -> Proxy_005 -> Report_005,1,3.25,3,4,0.5,0,0,0,0.75,22.0,24.375,12.0,6.4,3.0,0.0,-2.0,65.775,65.78,65.78,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0094,Funder_025 -> Intermediary_025 -> Event_025 -> Proxy_025 -> Report_025,1,3.25,3,4,0.5,0,0,0,0.75,22.0,24.375,12.0,6.4,3.0,0.0,-2.0,65.775,65.78,65.78,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0090,Funder_021 -> Intermediary_021 -> Event_021 -> Proxy_021 -> Report_021,1,3.25,3,4,0.5,0,0,0,0.75,22.0,24.375,12.0,6.4,3.0,0.0,-2.0,65.775,65.78,65.78,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0046,Funder_005 -> Intermediary_005 -> Campaign_024,1,3.0,2,2,1.0,0,1,0,0.5,22.0,22.5,8.0,3.2,6.0,2.5,-0.0,64.2,64.2,66.7,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0012,Funder_001 -> Intermediary_001 -> Campaign_016,1,3.0,2,2,1.0,0,1,0,0.5,22.0,22.5,8.0,3.2,6.0,2.5,-0.0,64.2,64.2,66.7,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0087,Funder_018 -> Intermediary_018 -> Proxy_018 -> Campaign_018,1,3.0,2,3,0.667,0,1,0,0.5,22.0,22.5,8.0,4.8,4.002,2.5,-0.0,63.802,63.8,66.3,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0091,Funder_022 -> Intermediary_022 -> Proxy_022 -> Campaign_022,1,3.0,2,3,0.667,0,1,0,0.5,22.0,22.5,8.0,4.8,4.002,2.5,-0.0,63.802,63.8,66.3,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0083,Funder_014 -> Intermediary_014 -> Proxy_014 -> Campaign_014,1,3.0,2,3,0.667,0,1,0,0.5,22.0,22.5,8.0,4.8,4.002,2.5,-0.0,63.802,63.8,66.3,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0077,Funder_010 -> Intermediary_010 -> Proxy_010 -> Campaign_010,1,3.0,2,3,0.667,0,1,0,0.5,22.0,22.5,8.0,4.8,4.002,2.5,-0.0,63.802,63.8,66.3,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0024,Funder_002 -> Intermediary_002 -> Proxy_002 -> Campaign_002,1,3.0,2,3,0.667,0,1,0,0.5,22.0,22.5,8.0,4.8,4.002,2.5,-0.0,63.802,63.8,66.3,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0056,Funder_006 -> Intermediary_006 -> Proxy_006 -> Campaign_006,1,3.0,2,3,0.667,0,1,0,0.5,22.0,22.5,8.0,4.8,4.002,2.5,-0.0,63.802,63.8,66.3,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0027,Funder_003 -> Intermediary_003 -> Campaign_016,1,3.0,2,2,1.0,1,0,0,0.5,22.0,22.5,8.0,3.2,6.0,2.0,-0.0,63.7,63.7,65.7,2.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0061,Funder_007 -> Intermediary_007 -> Campaign_024,1,3.0,2,2,1.0,1,0,0,0.5,22.0,22.5,8.0,3.2,6.0,2.0,-0.0,63.7,63.7,65.7,2.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0075,Funder_009 -> Intermediary_009 -> Campaign_024,1,3.0,2,2,1.0,0,0,0,0.5,22.0,22.5,8.0,3.2,6.0,0.0,-0.0,61.7,61.7,61.7,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0044,Funder_005 -> Intermediary_005 -> Campaign_016,1,3.0,2,2,1.0,0,0,0,0.5,22.0,22.5,8.0,3.2,6.0,0.0,-0.0,61.7,61.7,61.7,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0015,Funder_001 -> Intermediary_001 -> Campaign_008,1,3.0,2,2,1.0,0,0,0,0.5,22.0,22.5,8.0,3.2,6.0,0.0,-0.0,61.7,61.7,61.7,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0106,Funder_L011 -> Intermediary_L011 -> Proxy_L011 -> Campaign_L011,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0108,Funder_L013 -> Intermediary_L013 -> Proxy_L013 -> Campaign_L013,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0057,Funder_007 -> Intermediary_007 -> Proxy_010 -> Campaign_010,1,2.667,2,3,0.667,0,1,0,0.5,22.0,20.002,8.0,4.8,4.002,2.5,-0.0,61.304,61.3,63.8,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0096,Funder_L001 -> Intermediary_L001 -> Proxy_L001 -> Campaign_L001,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0098,Funder_L003 -> Intermediary_L003 -> Proxy_L003 -> Campaign_L003,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0104,Funder_L009 -> Intermediary_L009 -> Proxy_L009 -> Campaign_L009,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0100,Funder_L005 -> Intermediary_L005 -> Proxy_L005 -> Campaign_L005,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0102,Funder_L007 -> Intermediary_L007 -> Proxy_L007 -> Campaign_L007,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0019,Funder_002 -> Intermediary_002 -> Proxy_004 -> Campaign_004,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0050,Funder_006 -> Intermediary_006 -> Proxy_009 -> Report_009,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0032,Funder_003 -> Intermediary_003 -> Proxy_005 -> Report_005,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0110,Funder_L015 -> Intermediary_L015 -> Proxy_L015 -> Campaign_L015,1,3.0,2,3,0.667,0,0,0,0.5,22.0,22.5,8.0,4.8,4.002,0.0,-0.0,61.302,61.3,61.3,0.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0018,Funder_002 -> Intermediary_002 -> Campaign_018,1,3.0,2,2,0.5,0,1,0,0.5,22.0,22.5,8.0,3.2,3.0,2.5,-0.0,61.2,61.2,63.7,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0008,Funder_000 -> Intermediary_000 -> Campaign_014,1,3.0,2,2,0.5,0,1,0,0.5,22.0,22.5,8.0,3.2,3.0,2.5,-0.0,61.2,61.2,63.7,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0060,Funder_007 -> Intermediary_007 -> Campaign_EC04,1,3.0,2,2,0.5,0,1,0,0.5,22.0,22.5,8.0,3.2,3.0,2.5,-0.0,61.2,61.2,63.7,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0049,Funder_006 -> Intermediary_006 -> Campaign_EC02,1,3.0,2,2,0.5,0,1,0,0.5,22.0,22.5,8.0,3.2,3.0,2.5,-0.0,61.2,61.2,63.7,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0025,Funder_003 -> Intermediary_003 -> Campaign_020,1,3.0,2,2,0.5,0,1,0,0.5,22.0,22.5,8.0,3.2,3.0,2.5,-0.0,61.2,61.2,63.7,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0039,Funder_004 -> Intermediary_004 -> Campaign_022,1,3.0,2,2,0.5,0,1,0,0.5,22.0,22.5,8.0,3.2,3.0,2.5,-0.0,61.2,61.2,63.7,2.5,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0054,Funder_006 -> Intermediary_006 -> Campaign_022,1,3.0,2,2,0.5,1,0,0,0.5,22.0,22.5,8.0,3.2,3.0,2.0,-0.0,60.7,60.7,62.7,2.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0043,Funder_005 -> Intermediary_005 -> Campaign_020,1,3.0,2,2,0.5,1,0,0,0.5,22.0,22.5,8.0,3.2,3.0,2.0,-0.0,60.7,60.7,62.7,2.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0022,Funder_002 -> Intermediary_002 -> Campaign_014,1,3.0,2,2,0.5,1,0,0,0.5,22.0,22.5,8.0,3.2,3.0,2.0,-0.0,60.7,60.7,62.7,2.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0003,Funder_000 -> Intermediary_000 -> Campaign_010,1,3.0,2,2,0.5,1,0,0,0.5,22.0,22.5,8.0,3.2,3.0,2.0,-0.0,60.7,60.7,62.7,2.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0034,Funder_004 -> Intermediary_004 -> Campaign_018,1,3.0,2,2,0.5,1,0,0,0.5,22.0,22.5,8.0,3.2,3.0,2.0,-0.0,60.7,60.7,62.7,2.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0009,Funder_001 -> Intermediary_001 -> Campaign_012,1,3.0,2,2,0.5,1,0,0,0.5,22.0,22.5,8.0,3.2,3.0,2.0,-0.0,60.7,60.7,62.7,2.0,60.0,1,1,funding_and_min_grade_2_v1,,1,1
CAND_0072,Funder_009 -> Intermediary_009 -> Proxy_013 -> Report_013,1,3.0,2,3,0.333,0,0,0,0.5,22.0,22.5,8.0,4.8,1.998,0.0,-0.0,59.298,59.3,59.3,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0045,Funder_005 -> Intermediary_005 -> Proxy_008 -> Campaign_008,1,3.0,2,3,0.333,0,0,0,0.5,22.0,22.5,8.0,4.8,1.998,0.0,-0.0,59.298,59.3,59.3,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0005,Funder_000 -> Intermediary_000 -> Proxy_001 -> Report_001,1,3.0,2,3,0.333,0,0,0,0.5,22.0,22.5,8.0,4.8,1.998,0.0,-0.0,59.298,59.3,59.3,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0014,Funder_001 -> Intermediary_001 -> Proxy_002 -> Campaign_002,1,2.667,2,3,0.333,0,1,0,0.5,22.0,20.002,8.0,4.8,1.998,2.5,-0.0,59.3,59.3,61.8,2.5,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0066,Funder_008 -> Intermediary_008 -> Proxy_012 -> Campaign_012,1,3.0,2,3,0.333,0,0,0,0.5,22.0,22.5,8.0,4.8,1.998,0.0,-0.0,59.298,59.3,59.3,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0037,Funder_004 -> Intermediary_004 -> Proxy_006 -> Campaign_006,1,2.667,2,3,0.333,0,1,0,0.5,22.0,20.002,8.0,4.8,1.998,2.5,-0.0,59.3,59.3,61.8,2.5,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0006,Funder_000 -> Intermediary_000 -> Campaign_006,1,3.0,2,2,0.5,0,0,0,0.5,22.0,22.5,8.0,3.2,3.0,0.0,-0.0,58.7,58.7,58.7,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0031,Funder_003 -> Intermediary_003 -> Campaign_012,1,3.0,2,2,0.5,0,0,0,0.5,22.0,22.5,8.0,3.2,3.0,0.0,-0.0,58.7,58.7,58.7,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0017,Funder_002 -> Intermediary_002 -> Campaign_010,1,3.0,2,2,0.5,0,0,0,0.5,22.0,22.5,8.0,3.2,3.0,0.0,-0.0,58.7,58.7,58.7,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0062,Funder_007 -> Intermediary_007 -> Campaign_020,1,3.0,2,2,0.5,0,0,0,0.5,22.0,22.5,8.0,3.2,3.0,0.0,-0.0,58.7,58.7,58.7,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0067,Funder_008 -> Intermediary_008 -> Campaign_022,1,3.0,2,2,0.5,0,0,0,0.5,22.0,22.5,8.0,3.2,3.0,0.0,-0.0,58.7,58.7,58.7,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0051,Funder_006 -> Intermediary_006 -> Campaign_018,1,3.0,2,2,0.5,0,0,0,0.5,22.0,22.5,8.0,3.2,3.0,0.0,-0.0,58.7,58.7,58.7,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0038,Funder_004 -> Intermediary_004 -> Campaign_014,1,3.0,2,2,0.5,0,0,0,0.5,22.0,22.5,8.0,3.2,3.0,0.0,-0.0,58.7,58.7,58.7,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0064,Funder_007 -> Intermediary_007 -> Campaign_016,1,2.5,1,2,1.0,0,0,0,0.25,22.0,18.75,4.0,3.2,6.0,0.0,-0.0,53.95,53.95,53.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0028,Funder_003 -> Intermediary_003 -> Campaign_008,1,2.5,1,2,1.0,0,0,0,0.25,22.0,18.75,4.0,3.2,6.0,0.0,-0.0,53.95,53.95,53.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0079,Funder_011 -> Intermediary_011 -> EmbeddedControl_12 -> Campaign_EC12,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0026,Funder_003 -> Intermediary_003 -> EmbeddedControl_04 -> Campaign_EC04,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0041,Funder_005 -> Intermediary_005 -> EmbeddedControl_06 -> Campaign_EC06,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0063,Funder_007 -> Intermediary_007 -> EmbeddedControl_08 -> Campaign_EC08,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0013,Funder_001 -> Intermediary_001 -> EmbeddedControl_02 -> Campaign_EC02,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0074,Funder_009 -> Intermediary_009 -> EmbeddedControl_10 -> Campaign_EC10,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0107,Funder_L012 -> Intermediary_L012 -> Report_L012,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0109,Funder_L014 -> Intermediary_L014 -> Report_L014,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0097,Funder_L002 -> Intermediary_L002 -> Report_L002,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0105,Funder_L010 -> Intermediary_L010 -> Report_L010,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0040,Funder_004 -> Intermediary_004 -> Campaign_010,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0011,Funder_001 -> Intermediary_001 -> Campaign_004,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0042,Funder_005 -> Intermediary_005 -> Campaign_012,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0052,Funder_006 -> Intermediary_006 -> Campaign_014,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0021,Funder_002 -> Intermediary_002 -> Campaign_006,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0001,Funder_000 -> Intermediary_000 -> Campaign_002,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0069,Funder_008 -> Intermediary_008 -> Campaign_018,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
