surface_a,surface_b,token_similarity,char_similarity,decision_zone,proposed_decision,ground_truth_decision,outcome,correct,pair_type
Health_Alliance_Alpha,Regional_Foundation_Theta_Group,0.0,0.192,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Alpha,National_Choice_Lambda,0.0,0.419,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Alpha,National_Choice_Lambda_Group,0.0,0.367,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Public_Choice_Branch,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Public_Choice_Branches,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Civic_Forum_Alpha,0.0,0.216,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Civic_Forum_Beta,0.2,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Policy_Council_Branch,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Policy_Council_Branches,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Wellness_League_Alpha,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Wellness_League_Beta,0.2,0.4,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Reform_Circle_Branch,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Reform_Circle_Branches,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Liberty_Board_Alpha,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Liberty_Board_Beta,0.2,0.421,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Standards_Coalition_Branch,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Standards_Coalition_Branches,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Data_Institute_Alpha,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Data_Institute_Beta,0.2,0.564,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Citizen_Trust_Branch,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Citizen_Trust_Branches,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Research_Society_Gamma,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Research_Society_Gamma_Group,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Gamma_Research_Network,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Market_Union_Delta,0.0,0.211,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Market_Union_Delta_Group,0.0,0.182,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Consumer_Partnership_Sigma,0.0,0.087,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Consumer_Partnership_Sigma_Group,0.0,0.115,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Global_Assembly_Omega,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Global_Assembly_Omega_Group,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Regional_Foundation_Theta,0.0,0.356,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,Regional_Foundation_Theta_Group,0.0,0.314,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,National_Choice_Lambda,0.0,0.429,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Health_Alliance_Beta,National_Choice_Lambda_Group,0.0,0.375,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Public_Choice_Branches,0.5,0.952,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Public_Choice_Branch,Civic_Forum_Alpha,0.0,0.27,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Civic_Forum_Beta,0.0,0.389,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Policy_Council_Branch,0.2,0.732,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Policy_Council_Branches,0.0,0.698,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Wellness_League_Alpha,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Wellness_League_Beta,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Reform_Circle_Branch,0.2,0.6,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Reform_Circle_Branches,0.0,0.571,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Liberty_Board_Alpha,0.0,0.41,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Liberty_Board_Beta,0.0,0.368,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Standards_Coalition_Branch,0.2,0.435,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Standards_Coalition_Branches,0.0,0.417,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Data_Institute_Alpha,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Data_Institute_Beta,0.0,0.256,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Citizen_Trust_Branch,0.2,0.4,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Citizen_Trust_Branches,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Research_Society_Gamma,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Research_Society_Gamma_Group,0.0,0.292,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Gamma_Research_Network,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Market_Union_Delta,0.0,0.158,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Market_Union_Delta_Group,0.0,0.045,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Consumer_Partnership_Sigma,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Consumer_Partnership_Sigma_Group,0.0,0.077,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Global_Assembly_Omega,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Global_Assembly_Omega_Group,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Regional_Foundation_Theta,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,Regional_Foundation_Theta_Group,0.0,0.039,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,National_Choice_Lambda,0.2,0.524,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branch,National_Choice_Lambda_Group,0.167,0.458,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Civic_Forum_Alpha,0.0,0.256,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Civic_Forum_Beta,0.0,0.368,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Policy_Council_Branch,0.0,0.698,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Policy_Council_Branches,0.2,0.756,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Wellness_League_Alpha,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Wellness_League_Beta,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Reform_Circle_Branch,0.0,0.571,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Reform_Circle_Branches,0.2,0.636,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Liberty_Board_Alpha,0.0,0.39,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Liberty_Board_Beta,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Standards_Coalition_Branch,0.0,0.417,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Standards_Coalition_Branches,0.2,0.48,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Data_Institute_Alpha,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Data_Institute_Beta,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Citizen_Trust_Branch,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Citizen_Trust_Branches,0.2,0.455,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Research_Society_Gamma,0.0,0.318,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Research_Society_Gamma_Group,0.0,0.28,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Gamma_Research_Network,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Market_Union_Delta,0.0,0.15,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Market_Union_Delta_Group,0.0,0.043,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Consumer_Partnership_Sigma,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Consumer_Partnership_Sigma_Group,0.0,0.074,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Global_Assembly_Omega,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Global_Assembly_Omega_Group,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Regional_Foundation_Theta,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,Regional_Foundation_Theta_Group,0.0,0.189,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,National_Choice_Lambda,0.2,0.5,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Public_Choice_Branches,National_Choice_Lambda_Group,0.167,0.44,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Civic_Forum_Beta,0.5,0.788,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Civic_Forum_Alpha,Policy_Council_Branch,0.0,0.211,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Policy_Council_Branches,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Wellness_League_Alpha,0.2,0.421,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Wellness_League_Beta,0.0,0.216,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Reform_Circle_Branch,0.0,0.378,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Reform_Circle_Branches,0.0,0.359,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Liberty_Board_Alpha,0.2,0.556,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Liberty_Board_Beta,0.0,0.343,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Standards_Coalition_Branch,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Standards_Coalition_Branches,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Data_Institute_Alpha,0.2,0.486,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Data_Institute_Beta,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Citizen_Trust_Branch,0.0,0.486,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Citizen_Trust_Branches,0.0,0.462,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Research_Society_Gamma,0.0,0.256,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Research_Society_Gamma_Group,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Gamma_Research_Network,0.0,0.205,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Market_Union_Delta,0.0,0.171,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Market_Union_Delta_Group,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Consumer_Partnership_Sigma,0.0,0.372,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Consumer_Partnership_Sigma_Group,0.0,0.327,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Global_Assembly_Omega,0.0,0.263,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Global_Assembly_Omega_Group,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Regional_Foundation_Theta,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,Regional_Foundation_Theta_Group,0.0,0.292,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,National_Choice_Lambda,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Alpha,National_Choice_Lambda_Group,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Policy_Council_Branch,0.0,0.27,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Policy_Council_Branches,0.0,0.256,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Wellness_League_Alpha,0.0,0.216,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Wellness_League_Beta,0.2,0.389,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Reform_Circle_Branch,0.0,0.389,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Reform_Circle_Branches,0.0,0.368,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Liberty_Board_Alpha,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Liberty_Board_Beta,0.2,0.529,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Standards_Coalition_Branch,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Standards_Coalition_Branches,0.0,0.318,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Data_Institute_Alpha,0.0,0.111,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Data_Institute_Beta,0.2,0.457,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Citizen_Trust_Branch,0.0,0.5,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Citizen_Trust_Branches,0.0,0.474,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Research_Society_Gamma,0.0,0.263,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Research_Society_Gamma_Group,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Gamma_Research_Network,0.0,0.211,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Market_Union_Delta,0.0,0.235,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Market_Union_Delta_Group,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Consumer_Partnership_Sigma,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Consumer_Partnership_Sigma_Group,0.0,0.292,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Global_Assembly_Omega,0.0,0.27,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Global_Assembly_Omega_Group,0.0,0.186,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Regional_Foundation_Theta,0.0,0.439,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,Regional_Foundation_Theta_Group,0.0,0.383,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,National_Choice_Lambda,0.0,0.368,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Civic_Forum_Beta,National_Choice_Lambda_Group,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Policy_Council_Branches,0.5,0.955,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Policy_Council_Branch,Wellness_League_Alpha,0.0,0.095,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Wellness_League_Beta,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Reform_Circle_Branch,0.2,0.585,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Reform_Circle_Branches,0.0,0.558,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Liberty_Board_Alpha,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Liberty_Board_Beta,0.0,0.41,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Standards_Coalition_Branch,0.2,0.468,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Standards_Coalition_Branches,0.0,0.449,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Data_Institute_Alpha,0.0,0.098,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Data_Institute_Beta,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Citizen_Trust_Branch,0.2,0.439,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Citizen_Trust_Branches,0.0,0.419,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Research_Society_Gamma,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Research_Society_Gamma_Group,0.0,0.245,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Gamma_Research_Network,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Market_Union_Delta,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Market_Union_Delta_Group,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Consumer_Partnership_Sigma,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Consumer_Partnership_Sigma_Group,0.0,0.264,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Global_Assembly_Omega,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Global_Assembly_Omega_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Regional_Foundation_Theta,0.0,0.391,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,Regional_Foundation_Theta_Group,0.0,0.346,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branch,National_Choice_Lambda,0.0,0.372,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
