id,candidate_id,node_sequence,edge_sequence,evidence_grades,edge_provenance,evidence_snippets,review_priority_score,triage_threshold,score_threshold_crossed,eligible_for_high_priority,eligibility_rule_version,ineligible_reason,high_priority_review,flagged,ground_truth_label,is_weak_chain,touches_embedded_control,classification,explanation,recommended_action
CAND_0013,CAND_0013,Funder_001 -> Intermediary_001 -> Campaign_L007,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 is described as a partner of Campaign_L007 during Phase_01.,69.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 69.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0018,CAND_0018,Funder_002 -> Intermediary_002 -> Campaign_WC02,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 is described as a partner of Campaign_WC02 during Phase_02.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0025,CAND_0025,Funder_003 -> Intermediary_003 -> Campaign_WC04,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 is described as a partner of Campaign_WC04 during Phase_03.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0004,CAND_0004,Funder_000 -> Intermediary_000 -> Campaign_L005,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 is described as a partner of Campaign_L005 during Phase_04.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0014,CAND_0014,Funder_001 -> Intermediary_001 -> Campaign_EC06,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 repeatedly amplified output attributed to Campaign_EC06 during Phase_01.,64.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 64.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0016,CAND_0016,Funder_001 -> Intermediary_001 -> Campaign_008,funds -> shares_link,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 and Campaign_008 shared the same abstract link during Phase_01.,61.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0042,CAND_0042,Funder_L001 -> Intermediary_L001 -> Proxy_L001 -> Campaign_L001,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L001 is listed as providing funding to Intermediary_L001 during Phase_01. || Synthetic record: Intermediary_L001 is described as a partner of Proxy_L001 during Phase_01. || Synthetic record: Proxy_L001 and Campaign_L001 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0028,CAND_0028,Funder_003 -> Intermediary_003 -> Proxy_005 -> Report_005,funds -> shares_link -> publishes,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 and Proxy_005 shared the same abstract link during Phase_02. || Synthetic record: Proxy_005 is listed as the publisher of Report_005 during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0019,CAND_0019,Funder_002 -> Intermediary_002 -> Proxy_004 -> Campaign_004,funds -> shares_link -> hosts,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 and Proxy_004 shared the same abstract link during Phase_01. || Synthetic record: Proxy_004 is listed as a host of Campaign_004 during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0044,CAND_0044,Funder_L003 -> Intermediary_L003 -> Proxy_L003 -> Campaign_L003,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L003 is listed as providing funding to Intermediary_L003 during Phase_01. || Synthetic record: Intermediary_L003 is described as a partner of Proxy_L003 during Phase_01. || Synthetic record: Proxy_L003 and Campaign_L003 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0048,CAND_0048,Funder_L007 -> Intermediary_L007 -> Proxy_L007 -> Campaign_L007,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L007 is listed as providing funding to Intermediary_L007 during Phase_01. || Synthetic record: Intermediary_L007 is described as a partner of Proxy_L007 during Phase_01. || Synthetic record: Proxy_L007 and Campaign_L007 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0046,CAND_0046,Funder_L005 -> Intermediary_L005 -> Proxy_L005 -> Campaign_L005,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L005 is listed as providing funding to Intermediary_L005 during Phase_01. || Synthetic record: Intermediary_L005 is described as a partner of Proxy_L005 during Phase_01. || Synthetic record: Proxy_L005 and Campaign_L005 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0003,CAND_0003,Funder_000 -> Intermediary_000 -> Campaign_EC04,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 repeatedly amplified output attributed to Campaign_EC04 during Phase_04.,61.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0022,CAND_0022,Funder_002 -> Intermediary_002 -> Campaign_L001,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 repeatedly amplified output attributed to Campaign_L001 during Phase_02.,61.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0008,CAND_0008,Funder_000 -> Intermediary_000 -> Campaign_010,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 used wording closely similar to Campaign_010 during Phase_02.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0012,CAND_0012,Funder_001 -> Intermediary_001 -> Campaign_EC02,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 used wording closely similar to Campaign_EC02 during Phase_03.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0024,CAND_0024,Funder_002 -> Intermediary_002 -> Campaign_EC04,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 used wording closely similar to Campaign_EC04 during Phase_04.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0005,CAND_0005,Funder_000 -> Intermediary_000 -> Proxy_001 -> Report_001,funds -> shares_link -> publishes,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 and Proxy_001 shared the same abstract link during Phase_03. || Synthetic record: Proxy_001 is listed as the publisher of Report_001 during Phase_02.,59.3,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 59.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0010,CAND_0010,Funder_001 -> Intermediary_001 -> Proxy_002 -> Campaign_002,funds -> shares_link -> amplifies,4 -> 2 -> 2,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 and Proxy_002 shared the same abstract link during Phase_04. || Synthetic record: Proxy_002 repeatedly amplified output attributed to Campaign_002 during Phase_02.,59.3,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 59.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 2.67; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0027,CAND_0027,Funder_003 -> Intermediary_003 -> Campaign_EC02,funds -> shares_link,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 and Campaign_EC02 shared the same abstract link during Phase_03.,58.7,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 58.70 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0002,CAND_0002,Funder_000 -> Intermediary_000 -> Campaign_006,funds -> shares_link,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 and Campaign_006 shared the same abstract link during Phase_04.,58.7,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 58.70 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0020,CAND_0020,Funder_002 -> Intermediary_002 -> Campaign_010,funds -> shares_link,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 and Campaign_010 shared the same abstract link during Phase_02.,58.7,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 58.70 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0029,CAND_0029,Funder_003 -> Intermediary_003 -> Campaign_008,funds -> co_occurs_with,4 -> 1,ground-truth -> distractor,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 and Campaign_008 co-occurred in one abstract index during Phase_01.,53.95,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,0,true_negative,"not high priority: raw score 53.95 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.50; drops to a grade-0/1 hop and is ineligible for high-priority review.",No review action required; retain in the audit log for completeness.
CAND_0009,CAND_0009,Funder_001 -> Intermediary_001 -> EmbeddedControl_02 -> Campaign_EC02,funds -> co_occurs_with -> shares_link,4 -> 1 -> 2,ground-truth -> negative-control -> negative-control,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 and EmbeddedControl_02 co-occurred in one abstract index during Phase_02. || Synthetic record: EmbeddedControl_02 and Campaign_EC02 shared the same abstract link during Phase_03.,51.3,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,1,true_negative,"not high priority: raw score 51.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.33; drops to a grade-0/1 hop and is ineligible for high-priority review; passes through an embedded control actor connected only by weak co-occurrence.",No review action required; retain in the audit log for completeness.
CAND_0030,CAND_0030,Funder_003 -> Intermediary_003 -> EmbeddedControl_04 -> Campaign_EC04,funds -> co_occurs_with -> shares_link,4 -> 1 -> 2,ground-truth -> negative-control -> negative-control,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 and EmbeddedControl_04 co-occurred in one abstract index during Phase_02. || Synthetic record: EmbeddedControl_04 and Campaign_EC04 shared the same abstract link during Phase_03.,51.3,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,1,true_negative,"not high priority: raw score 51.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.33; drops to a grade-0/1 hop and is ineligible for high-priority review; passes through an embedded control actor connected only by weak co-occurrence.",No review action required; retain in the audit log for completeness.
