candidate_id,node_sequence,has_funding_edge,mean_grade,min_grade,n_evidence_types,temporal_clustering,semantic_similarity,amplification,cooccurrence,support_factor,term_funding,term_mean_grade,term_min_grade,term_evidence_types,term_temporal,term_supporting,penalty_length,raw_score,final_score,score_ungated_ablation,gate_contribution,triage_threshold,score_threshold_crossed,eligible_for_high_priority,eligibility_rule_version,ineligible_reason,high_priority_review,flagged
CAND_0020,Funder_002 -> Intermediary_002 -> Campaign_010,1,3.0,2,2,0.5,0,0,0,0.5,22.0,22.5,8.0,3.2,3.0,0.0,-0.0,58.7,58.7,58.7,0.0,60.0,0,1,funding_and_min_grade_2_v1,,0,0
CAND_0029,Funder_003 -> Intermediary_003 -> Campaign_008,1,2.5,1,2,1.0,0,0,0,0.25,22.0,18.75,4.0,3.2,6.0,0.0,-0.0,53.95,53.95,53.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0009,Funder_001 -> Intermediary_001 -> EmbeddedControl_02 -> Campaign_EC02,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0030,Funder_003 -> Intermediary_003 -> EmbeddedControl_04 -> Campaign_EC04,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0034,Funder_005 -> Intermediary_005 -> EmbeddedControl_06 -> Campaign_EC06,1,2.333,1,3,0.333,0,0,1,0.25,22.0,17.498,4.0,4.8,1.998,1.0,-0.0,51.295,51.3,54.3,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0047,Funder_L006 -> Intermediary_L006 -> Report_L006,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0023,Funder_002 -> Intermediary_002 -> Campaign_006,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0007,Funder_000 -> Intermediary_000 -> Campaign_002,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0015,Funder_001 -> Intermediary_001 -> Campaign_004,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0045,Funder_L004 -> Intermediary_L004 -> Report_L004,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0041,Funder_L000 -> Intermediary_L000 -> Report_L000,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0043,Funder_L002 -> Intermediary_L002 -> Report_L002,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0001,Funder_000 -> Intermediary_000 -> EmbeddedControl_01 -> Report_EC01,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0021,Funder_002 -> Intermediary_002 -> EmbeddedControl_03 -> Report_EC03,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0032,Funder_004 -> Intermediary_004 -> EmbeddedControl_05 -> Report_EC05,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0050,Funder_W02 -> SocialAccount_WC02 -> MediaOutlet_WC02 -> Campaign_WC02,0,2.0,2,3,1.0,1,1,0,0.5,0.0,15.0,8.0,4.8,6.0,4.5,-0.0,38.3,38.3,42.8,4.5,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0
CAND_0052,Funder_W04 -> SocialAccount_WC04 -> MediaOutlet_WC04 -> Campaign_WC04,0,2.0,2,3,1.0,1,1,0,0.5,0.0,15.0,8.0,4.8,6.0,4.5,-0.0,38.3,38.3,42.8,4.5,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0
CAND_0054,Funder_W06 -> SocialAccount_WC06 -> MediaOutlet_WC06 -> Campaign_WC06,0,2.0,2,3,1.0,1,1,0,0.5,0.0,15.0,8.0,4.8,6.0,4.5,-0.0,38.3,38.3,42.8,4.5,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0
CAND_0049,Funder_W01 -> SocialAccount_WC01 -> MediaOutlet_WC01 -> Proxy_WC01 -> Report_WC01,0,1.75,1,4,0.5,1,1,1,0.25,0.0,13.125,4.0,6.4,3.0,3.25,-2.0,27.775,27.77,37.52,9.75,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0
CAND_0051,Funder_W03 -> SocialAccount_WC03 -> MediaOutlet_WC03 -> Proxy_WC03 -> Report_WC03,0,1.75,1,4,0.5,1,1,1,0.25,0.0,13.125,4.0,6.4,3.0,3.25,-2.0,27.775,27.77,37.52,9.75,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0
CAND_0053,Funder_W05 -> SocialAccount_WC05 -> MediaOutlet_WC05 -> Proxy_WC05 -> Report_WC05,0,1.75,1,4,0.5,1,1,1,0.25,0.0,13.125,4.0,6.4,3.0,3.25,-2.0,27.775,27.77,37.52,9.75,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0
